,i,j,y,t,l,k,alpha,psi
4258,851,3,-0.7500326246123621,3,1,0,-0.8614545985909151,-1.335177736118937
4259,851,3,-3.524536579591273,4,1,0,-0.8614545985909151,-1.335177736118937
4260,852,128,2.222998882953824,0,3,8,0.8614545985909149,0.9084578685373853
4261,852,128,0.8226180994186534,1,3,8,0.8614545985909149,0.9084578685373853
4262,852,128,0.8804774731511368,2,3,8,0.8614545985909149,0.9084578685373853
4263,852,128,2.4552628219121364,3,3,8,0.8614545985909149,0.9084578685373853
4264,852,128,0.145903477792092,4,3,8,0.8614545985909149,0.9084578685373853
4265,853,49,-3.5473277604471987,0,0,0,-1.934843132203402,-1.335177736118937
4266,853,49,-3.5798934158826468,1,0,0,-1.934843132203402,-1.335177736118937
4267,853,49,-1.531916919905626,2,0,0,-1.934843132203402,-1.335177736118937
4268,853,49,-3.9486612848882565,3,0,0,-1.934843132203402,-1.335177736118937
4269,853,49,-4.152503201016757,4,0,0,-1.934843132203402,-1.335177736118937
4270,854,75,-3.0228440844242987,0,1,2,-0.8614545985909151,-0.6045853465832371
4271,854,62,-0.3391569528713074,1,1,1,-0.8614545985909151,-0.9084578685373851
4272,854,62,-5.429984048601636,2,1,1,-0.8614545985909151,-0.9084578685373851
4273,854,0,-3.0344273635647814,3,1,0,-0.8614545985909151,-1.335177736118937
4274,854,0,-3.240393230913129,4,1,0,-0.8614545985909151,-1.335177736118937
4275,855,29,-3.5215028968515436,0,0,0,-1.934843132203402,-1.335177736118937
4276,855,29,-1.0245427395465239,1,0,0,-1.934843132203402,-1.335177736118937
4277,855,29,-7.6000411969527155,2,0,0,-1.934843132203402,-1.335177736118937
4278,855,29,-7.391851447497586,3,0,0,-1.934843132203402,-1.335177736118937
4279,855,29,-3.3074850889075953,4,0,0,-1.934843132203402,-1.335177736118937
4280,856,46,-4.220544154972473,0,0,0,-1.934843132203402,-1.335177736118937
4281,856,46,-5.0845459617233715,1,0,0,-1.934843132203402,-1.335177736118937
4282,856,14,-2.803698607544385,2,0,0,-1.934843132203402,-1.335177736118937
4283,856,24,-4.0212704475118795,3,0,0,-1.934843132203402,-1.335177736118937
4284,856,24,-5.840810413199959,4,0,0,-1.934843132203402,-1.335177736118937
4285,857,4,-1.3592420456264915,0,1,0,-0.8614545985909151,-1.335177736118937
4286,857,4,-1.6195714206788336,1,1,0,-0.8614545985909151,-1.335177736118937
4287,857,4,-2.949713361203599,2,1,0,-0.8614545985909151,-1.335177736118937
4288,857,4,-3.839333523713149,3,1,0,-0.8614545985909151,-1.335177736118937
4289,857,4,-0.09965449386192526,4,1,0,-0.8614545985909151,-1.335177736118937
4290,858,47,-4.130071051900787,0,0,0,-1.934843132203402,-1.335177736118937
4291,858,47,-5.066223919254326,1,0,0,-1.934843132203402,-1.335177736118937
4292,858,47,-3.778128584075654,2,0,0,-1.934843132203402,-1.335177736118937
4293,858,47,-2.070813701765233,3,0,0,-1.934843132203402,-1.335177736118937
4294,858,47,-3.201938945819459,4,0,0,-1.934843132203402,-1.335177736118937
4295,859,7,-5.179392466722824,0,0,0,-1.934843132203402,-1.335177736118937
4296,859,7,-4.859303958207291,1,0,0,-1.934843132203402,-1.335177736118937
4297,859,7,-7.276981850912038,2,0,0,-1.934843132203402,-1.335177736118937
4298,859,7,-4.774748454796189,3,0,0,-1.934843132203402,-1.335177736118937
4299,859,7,-4.022288049489212,4,0,0,-1.934843132203402,-1.335177736118937
4300,860,94,1.6864069733219889,0,2,4,0.0,-0.11418529432142838
4301,860,94,1.7892272792742772,1,2,4,0.0,-0.11418529432142838
4302,860,94,-4.8173599549378,2,2,4,0.0,-0.11418529432142838
4303,860,94,1.359801416940326,3,2,4,0.0,-0.11418529432142838
4304,860,94,1.2585603952649387,4,2,4,0.0,-0.11418529432142838
4305,861,29,-1.634226495120805,0,1,0,-0.8614545985909151,-1.335177736118937
4306,861,42,-1.21170131584634,1,1,0,-0.8614545985909151,-1.335177736118937
4307,861,65,-1.2763498406641767,2,1,1,-0.8614545985909151,-0.9084578685373851
4308,861,65,-1.8789356516986628,3,1,1,-0.8614545985909151,-0.9084578685373851
4309,861,60,-1.1331346200933679,4,1,1,-0.8614545985909151,-0.9084578685373851
4310,862,193,3.581493960689687,0,4,9,1.934843132203402,1.3351777361189363
4311,862,193,4.131867500726029,1,4,9,1.934843132203402,1.3351777361189363
4312,862,193,6.016227669346669,2,4,9,1.934843132203402,1.3351777361189363
4313,862,193,2.0812837439155043,3,4,9,1.934843132203402,1.3351777361189363
4314,862,193,3.641905467182845,4,4,9,1.934843132203402,1.3351777361189363
4315,863,3,-2.4858056284305774,0,0,0,-1.934843132203402,-1.335177736118937
4316,863,3,-1.584532706200271,1,0,0,-1.934843132203402,-1.335177736118937
4317,863,3,-4.022807539328726,2,0,0,-1.934843132203402,-1.335177736118937
4318,863,3,-5.41348134609162,3,0,0,-1.934843132203402,-1.335177736118937
4319,863,3,-2.855883650820352,4,0,0,-1.934843132203402,-1.335177736118937
4320,864,62,-3.3053592085699237,0,3,1,0.8614545985909149,-0.9084578685373851
4321,864,62,2.5594053549911124,1,3,1,0.8614545985909149,-0.9084578685373851
4322,864,62,-0.7837480428369669,2,3,1,0.8614545985909149,-0.9084578685373851
4323,864,17,-3.981123600811679,3,3,0,0.8614545985909149,-1.335177736118937
4324,864,17,2.2696856380525197,4,3,0,0.8614545985909149,-1.335177736118937
4325,865,27,-4.72876798145486,0,1,0,-0.8614545985909151,-1.335177736118937
4326,865,27,-3.7454065067368854,1,1,0,-0.8614545985909151,-1.335177736118937
4327,865,27,-0.27076683666654433,2,1,0,-0.8614545985909151,-1.335177736118937
4328,865,27,-0.05728225008875487,3,1,0,-0.8614545985909151,-1.335177736118937
4329,865,27,-2.3824459872957644,4,1,0,-0.8614545985909151,-1.335177736118937
4330,866,70,-3.1883977712569807,0,2,1,0.0,-0.9084578685373851
4331,866,70,-5.411936839052781,1,2,1,0.0,-0.9084578685373851
4332,866,70,-3.2069616050583356,2,2,1,0.0,-0.9084578685373851
4333,866,70,0.41938326163254647,3,2,1,0.0,-0.9084578685373851
4334,866,70,0.6619431995312067,4,2,1,0.0,-0.9084578685373851
4335,867,194,-1.0899621068953809,0,3,9,0.8614545985909149,1.3351777361189363
4336,867,106,0.5332680249352305,1,3,5,0.8614545985909149,0.11418529432142824
4337,867,106,0.7592076099451598,2,3,5,0.8614545985909149,0.11418529432142824
4338,867,106,1.3016517241442394,3,3,5,0.8614545985909149,0.11418529432142824
4339,867,106,1.9063532495608584,4,3,5,0.8614545985909149,0.11418529432142824
4340,868,176,-0.05355670803240509,0,3,9,0.8614545985909149,1.3351777361189363
4341,868,176,2.7385535976354975,1,3,9,0.8614545985909149,1.3351777361189363
4342,868,176,-3.2045360959333893,2,3,9,0.8614545985909149,1.3351777361189363
4343,868,169,2.012022959996582,3,3,9,0.8614545985909149,1.3351777361189363
4344,868,169,4.0206098008310205,4,3,9,0.8614545985909149,1.3351777361189363
4345,869,96,3.1448032376856863,0,2,4,0.0,-0.11418529432142838
4346,869,96,-3.8546024302637316,1,2,4,0.0,-0.11418529432142838
4347,869,96,-3.5683944874845244,2,2,4,0.0,-0.11418529432142838
4348,869,96,0.11948258528928146,3,2,4,0.0,-0.11418529432142838
4349,869,96,-2.2143825150748566,4,2,4,0.0,-0.11418529432142838
4350,870,138,0.7603691672663042,0,4,8,1.934843132203402,0.9084578685373853
4351,870,138,1.6164259808310804,1,4,8,1.934843132203402,0.9084578685373853
4352,870,138,-4.704437378970107,2,4,8,1.934843132203402,0.9084578685373853
4353,870,138,4.470661567900093,3,4,8,1.934843132203402,0.9084578685373853
4354,870,138,2.801025121870875,4,4,8,1.934843132203402,0.9084578685373853
4355,871,165,4.0457164215300905,0,3,9,0.8614545985909149,1.3351777361189363
4356,871,165,0.09851365931348077,1,3,9,0.8614545985909149,1.3351777361189363
4357,871,120,2.8997563847761936,2,3,7,0.8614545985909149,0.6045853465832371
4358,871,120,1.4825819910700173,3,3,7,0.8614545985909149,0.6045853465832371
4359,871,120,2.505020278710134,4,3,7,0.8614545985909149,0.6045853465832371
4360,872,96,3.231868888185442,0,2,4,0.0,-0.11418529432142838
4361,872,96,0.002500018092366857,1,2,4,0.0,-0.11418529432142838
4362,872,96,1.1458744881712075,2,2,4,0.0,-0.11418529432142838
4363,872,96,0.4310267586536101,3,2,4,0.0,-0.11418529432142838
4364,872,96,-1.5285035659354178,4,2,4,0.0,-0.11418529432142838
4365,873,36,-1.7801787278573047,0,0,0,-1.934843132203402,-1.335177736118937
4366,873,49,-5.816118640985422,1,0,0,-1.934843132203402,-1.335177736118937
4367,873,49,-2.4659373277578345,2,0,0,-1.934843132203402,-1.335177736118937
4368,873,49,0.2803968647016193,3,0,0,-1.934843132203402,-1.335177736118937
4369,873,49,-1.6133209004047595,4,0,0,-1.934843132203402,-1.335177736118937
4370,874,73,-3.495176610199366,0,1,2,-0.8614545985909151,-0.6045853465832371
4371,874,73,-2.308125197991586,1,1,2,-0.8614545985909151,-0.6045853465832371
4372,874,73,-2.749789879172428,2,1,2,-0.8614545985909151,-0.6045853465832371
4373,874,22,0.11785806417061462,3,1,0,-0.8614545985909151,-1.335177736118937
4374,874,22,-4.050580733658367,4,1,0,-0.8614545985909151,-1.335177736118937
4375,875,2,0.6551126190464811,0,1,0,-0.8614545985909151,-1.335177736118937
4376,875,2,-0.5435008213380248,1,1,0,-0.8614545985909151,-1.335177736118937
4377,875,2,-2.6084361187948724,2,1,0,-0.8614545985909151,-1.335177736118937
4378,875,2,-3.8816479876394814,3,1,0,-0.8614545985909151,-1.335177736118937
4379,875,2,-4.067280595868759,4,1,0,-0.8614545985909151,-1.335177736118937
4380,876,93,-1.322436059277274,0,1,4,-0.8614545985909151,-0.11418529432142838
4381,876,93,-3.5783851558812776,1,1,4,-0.8614545985909151,-0.11418529432142838
4382,876,93,-0.8611829124284035,2,1,4,-0.8614545985909151,-0.11418529432142838
4383,876,93,-0.510591698686953,3,1,4,-0.8614545985909151,-0.11418529432142838
4384,876,93,-2.657917064133914,4,1,4,-0.8614545985909151,-0.11418529432142838
4385,877,78,-0.6157331283341313,0,2,2,0.0,-0.6045853465832371
4386,877,78,0.599351146469425,1,2,2,0.0,-0.6045853465832371
4387,877,78,1.1850018872388797,2,2,2,0.0,-0.6045853465832371
4388,877,78,0.9184448013616069,3,2,2,0.0,-0.6045853465832371
4389,877,78,0.14829332750231594,4,2,2,0.0,-0.6045853465832371
4390,878,108,-1.3556133835233681,0,2,6,0.0,0.3487556955170447
4391,878,108,-2.111709514171578,1,2,6,0.0,0.3487556955170447
4392,878,108,-0.1019943891710216,2,2,6,0.0,0.3487556955170447
4393,878,108,1.501909712846651,3,2,6,0.0,0.3487556955170447
4394,878,108,1.423749826845004,4,2,6,0.0,0.3487556955170447
4395,879,62,0.7264559711444725,0,1,1,-0.8614545985909151,-0.9084578685373851
4396,879,62,-0.925194239605066,1,1,1,-0.8614545985909151,-0.9084578685373851
4397,879,62,-2.247639946219759,2,1,1,-0.8614545985909151,-0.9084578685373851
4398,879,62,0.274587817773297,3,1,1,-0.8614545985909151,-0.9084578685373851
4399,879,62,0.5430729210522292,4,1,1,-0.8614545985909151,-0.9084578685373851
4400,880,80,-2.843931703512478,0,2,2,0.0,-0.6045853465832371
4401,880,80,-0.17934279527131614,1,2,2,0.0,-0.6045853465832371
4402,880,80,-2.355398253471871,2,2,2,0.0,-0.6045853465832371
4403,880,80,3.0272802309969116,3,2,2,0.0,-0.6045853465832371
4404,880,80,2.0212852686675795,4,2,2,0.0,-0.6045853465832371
4405,881,98,-3.441786457913544,0,1,4,-0.8614545985909151,-0.11418529432142838
4406,881,112,-0.6687400927578999,1,1,6,-0.8614545985909151,0.3487556955170447
4407,881,112,-0.598695550440124,2,1,6,-0.8614545985909151,0.3487556955170447
4408,881,112,0.3824494487340012,3,1,6,-0.8614545985909151,0.3487556955170447
4409,881,112,-4.904975491996684,4,1,6,-0.8614545985909151,0.3487556955170447
4410,882,199,0.9826981469331622,0,3,9,0.8614545985909149,1.3351777361189363
4411,882,199,3.1735769996262673,1,3,9,0.8614545985909149,1.3351777361189363
4412,882,199,2.0306176542087297,2,3,9,0.8614545985909149,1.3351777361189363
4413,882,199,1.3560502177985425,3,3,9,0.8614545985909149,1.3351777361189363
4414,882,199,3.0871085148587056,4,3,9,0.8614545985909149,1.3351777361189363
4415,883,140,2.4618302920142288,0,4,8,1.934843132203402,0.9084578685373853
4416,883,140,4.225741177420176,1,4,8,1.934843132203402,0.9084578685373853
4417,883,140,8.108248584652713,2,4,8,1.934843132203402,0.9084578685373853
4418,883,140,3.5066699942190747,3,4,8,1.934843132203402,0.9084578685373853
4419,883,140,0.38435193439906756,4,4,8,1.934843132203402,0.9084578685373853
4420,884,16,-2.9106934763637917,0,1,0,-0.8614545985909151,-1.335177736118937
4421,884,63,-3.71630422110112,1,1,1,-0.8614545985909151,-0.9084578685373851
4422,884,63,-1.6913603635576053,2,1,1,-0.8614545985909151,-0.9084578685373851
4423,884,63,-0.6897244915872307,3,1,1,-0.8614545985909151,-0.9084578685373851
4424,884,63,-2.7480274259157866,4,1,1,-0.8614545985909151,-0.9084578685373851
4425,885,142,3.748170821059867,0,3,8,0.8614545985909149,0.9084578685373853
4426,885,142,3.6257882545353204,1,3,8,0.8614545985909149,0.9084578685373853
4427,885,179,2.8339976035053622,2,3,9,0.8614545985909149,1.3351777361189363
4428,885,179,4.364739077644742,3,3,9,0.8614545985909149,1.3351777361189363
4429,885,179,-1.124187025632006,4,3,9,0.8614545985909149,1.3351777361189363
4430,886,187,6.8254472958484005,0,4,9,1.934843132203402,1.3351777361189363
4431,886,187,6.874543616930466,1,4,9,1.934843132203402,1.3351777361189363
4432,886,187,5.190786025427376,2,4,9,1.934843132203402,1.3351777361189363
4433,886,187,1.284796463968223,3,4,9,1.934843132203402,1.3351777361189363
4434,886,164,-0.1817843000376831,4,4,9,1.934843132203402,1.3351777361189363
4435,887,152,4.994436364208838,0,3,9,0.8614545985909149,1.3351777361189363
4436,887,152,-1.030423649231369,1,3,9,0.8614545985909149,1.3351777361189363
4437,887,152,2.5229759310340185,2,3,9,0.8614545985909149,1.3351777361189363
4438,887,152,3.4908846959169404,3,3,9,0.8614545985909149,1.3351777361189363
4439,887,152,2.3046838226968958,4,3,9,0.8614545985909149,1.3351777361189363
4440,888,94,-2.823246204021578,0,2,4,0.0,-0.11418529432142838
4441,888,94,-2.3947017478016117,1,2,4,0.0,-0.11418529432142838
4442,888,94,-1.0895062864665637,2,2,4,0.0,-0.11418529432142838
4443,888,94,-1.7711469036284537,3,2,4,0.0,-0.11418529432142838
4444,888,84,4.085069407130134,4,2,3,0.0,-0.3487556955170447
4445,889,102,4.795241989344275,0,2,5,0.0,0.11418529432142824
4446,889,102,-1.3466383414508791,1,2,5,0.0,0.11418529432142824
4447,889,102,3.5073488098215067,2,2,5,0.0,0.11418529432142824
4448,889,102,-0.07667045822965363,3,2,5,0.0,0.11418529432142824
4449,889,102,-0.11058865062450668,4,2,5,0.0,0.11418529432142824
4450,890,123,-2.867496001671059,0,2,7,0.0,0.6045853465832371
4451,890,123,1.5859639311059155,1,2,7,0.0,0.6045853465832371
4452,890,123,3.9822716027178897,2,2,7,0.0,0.6045853465832371
4453,890,123,2.4636615998439275,3,2,7,0.0,0.6045853465832371
4454,890,123,2.6807891221024844,4,2,7,0.0,0.6045853465832371
4455,891,6,-4.536102689936756,0,1,0,-0.8614545985909151,-1.335177736118937
4456,891,6,-0.10310111812179201,1,1,0,-0.8614545985909151,-1.335177736118937
4457,891,6,1.7613691355162433,2,1,0,-0.8614545985909151,-1.335177736118937
4458,891,6,-0.7055473535676673,3,1,0,-0.8614545985909151,-1.335177736118937
4459,891,6,0.14371493546741876,4,1,0,-0.8614545985909151,-1.335177736118937
4460,892,6,-0.19153461520263315,0,1,0,-0.8614545985909151,-1.335177736118937
4461,892,6,-5.1163915108854106,1,1,0,-0.8614545985909151,-1.335177736118937
4462,892,6,-1.7633773215038722,2,1,0,-0.8614545985909151,-1.335177736118937
4463,892,6,-2.7710873925907493,3,1,0,-0.8614545985909151,-1.335177736118937
4464,892,6,0.3776937500080022,4,1,0,-0.8614545985909151,-1.335177736118937
4465,893,117,1.2160971720740779,0,2,7,0.0,0.6045853465832371
4466,893,117,5.470200926834393,1,2,7,0.0,0.6045853465832371
4467,893,117,1.1171574649773293,2,2,7,0.0,0.6045853465832371
4468,893,117,-0.4923638040780598,3,2,7,0.0,0.6045853465832371
4469,893,117,0.12775139252341594,4,2,7,0.0,0.6045853465832371
4470,894,103,3.8512783994210844,0,3,5,0.8614545985909149,0.11418529432142824
4471,894,188,-0.1437999417381315,1,3,9,0.8614545985909149,1.3351777361189363
4472,894,188,-0.9624978054839208,2,3,9,0.8614545985909149,1.3351777361189363
4473,894,188,0.8198535278554058,3,3,9,0.8614545985909149,1.3351777361189363
4474,894,188,2.3505642252812455,4,3,9,0.8614545985909149,1.3351777361189363
4475,895,198,2.013576313219472,0,3,9,0.8614545985909149,1.3351777361189363
4476,895,198,2.2870690459308447,1,3,9,0.8614545985909149,1.3351777361189363
4477,895,198,0.33143475200592,2,3,9,0.8614545985909149,1.3351777361189363
4478,895,198,-0.3618316215653823,3,3,9,0.8614545985909149,1.3351777361189363
4479,895,198,1.932859893013637,4,3,9,0.8614545985909149,1.3351777361189363
4480,896,130,-1.9943116431270904,0,3,8,0.8614545985909149,0.9084578685373853
4481,896,130,0.1895656037439568,1,3,8,0.8614545985909149,0.9084578685373853
4482,896,130,-0.3344181396302477,2,3,8,0.8614545985909149,0.9084578685373853
4483,896,130,2.091673962650205,3,3,8,0.8614545985909149,0.9084578685373853
4484,896,130,-0.47358993850800735,4,3,8,0.8614545985909149,0.9084578685373853
4485,897,101,1.4351266990875993,0,2,5,0.0,0.11418529432142824
4486,897,82,-1.5620395611695406,1,2,2,0.0,-0.6045853465832371
4487,897,82,0.5931565986202096,2,2,2,0.0,-0.6045853465832371
4488,897,82,3.6021960369480075,3,2,2,0.0,-0.6045853465832371
4489,897,82,1.2892001734506966,4,2,2,0.0,-0.6045853465832371
4490,898,155,1.4949259352260507,0,3,9,0.8614545985909149,1.3351777361189363
4491,898,155,1.008156353071436,1,3,9,0.8614545985909149,1.3351777361189363
4492,898,155,1.860507272001304,2,3,9,0.8614545985909149,1.3351777361189363
4493,898,155,3.794105801547227,3,3,9,0.8614545985909149,1.3351777361189363
4494,898,155,4.769582277693276,4,3,9,0.8614545985909149,1.3351777361189363
4495,899,52,0.5441192355566034,0,0,1,-1.934843132203402,-0.9084578685373851
4496,899,52,-4.428263563807146,1,0,1,-1.934843132203402,-0.9084578685373851
4497,899,52,-5.109299257446354,2,0,1,-1.934843132203402,-0.9084578685373851
4498,899,52,-4.873880746704146,3,0,1,-1.934843132203402,-0.9084578685373851
4499,899,52,-4.259558700633881,4,0,1,-1.934843132203402,-0.9084578685373851
4500,900,80,-2.7375952404021984,0,2,2,0.0,-0.6045853465832371
4501,900,80,-1.854759687635341,1,2,2,0.0,-0.6045853465832371
4502,900,80,0.6699581928926845,2,2,2,0.0,-0.6045853465832371
4503,900,80,-1.7979306448038677,3,2,2,0.0,-0.6045853465832371
4504,900,80,-1.5523656915880109,4,2,2,0.0,-0.6045853465832371
4505,901,182,2.614440280931167,0,4,9,1.934843132203402,1.3351777361189363
4506,901,181,4.096762568172529,1,4,9,1.934843132203402,1.3351777361189363
4507,901,196,0.8848603366855579,2,4,9,1.934843132203402,1.3351777361189363
4508,901,196,6.181302340834692,3,4,9,1.934843132203402,1.3351777361189363
4509,901,196,2.5464199910662724,4,4,9,1.934843132203402,1.3351777361189363
4510,902,7,-2.907752818241383,0,0,0,-1.934843132203402,-1.335177736118937
4511,902,7,-3.7066800100102353,1,0,0,-1.934843132203402,-1.335177736118937
4512,902,7,-1.3039147064024905,2,0,0,-1.934843132203402,-1.335177736118937
4513,902,11,-4.306989593994996,3,0,0,-1.934843132203402,-1.335177736118937
4514,902,11,-4.049846267573353,4,0,0,-1.934843132203402,-1.335177736118937
4515,903,184,2.2704666036408785,0,4,9,1.934843132203402,1.3351777361189363
4516,903,184,1.5153032452145774,1,4,9,1.934843132203402,1.3351777361189363
4517,903,184,3.7310750852859043,2,4,9,1.934843132203402,1.3351777361189363
4518,903,184,4.542381624711148,3,4,9,1.934843132203402,1.3351777361189363
4519,903,184,3.789524104425695,4,4,9,1.934843132203402,1.3351777361189363
4520,904,18,-2.7919147433825207,0,0,0,-1.934843132203402,-1.335177736118937
4521,904,18,-2.6456320805741145,1,0,0,-1.934843132203402,-1.335177736118937
4522,904,24,-3.23761205374263,2,0,0,-1.934843132203402,-1.335177736118937
